key,source_csv,document,quoted,before,after,confidence,status
CoeffShift_WMC2_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.81,WMC2 Climate Ctrl 3.388 3.315 −0.073 2.110,2 −0.298 0.046 0.046 0.000 **Table : ** Befo,high,rejected
ANCOVA_A_WMC3+FE1+FE2_Climate_R2,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.112,ns +0.007 0.956 0.191 146 Climate Edge −,"[−0.174, −0.050] &lt;0.001 *** +0.191 0.633 0.2",high,rejected
ANCOVA_B_WMC3+FE2_Combined_R2,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,docs/report/text/Supplementary_Material.md,0.343,C3 47 0.333 0.280 0.398 WMC2 C3 53,0.295 0.412 WMC3 C3 36 0.328 0.279 0.42,high,rejected
ANCOVA_C_WMC3_only_Forest_clearfell_step,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.120,ificant. WMC3 Impact Forest 6 7 +0.127 +,−7 0.905 ns CEH31 Edge Forest 7 8 −0.,high,rejected
ANCOVA_C_WMC3_only_Forest_clearfell_step,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,docs/report/text/Newborough_Methods_Supplement.md,0.120,e pipeline data the ANCOVA Forest-Impact clearfell step is +,"m annual (95 % CI \[+0.050, +0.189\], p \ L.) The exponen",high,rejected
ANCOVA_C_WMC3_only_Climate_clearfell_p,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.537,"158 Climate Impact −0.016 [−0.065, +0.034]",ns +0.007 0.956 0.191 146 Climate Edge,high,rejected
ANCOVA_C_WMC3_only_Climate_R2,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.191,"−0.016 [−0.065, +0.034] 0.537 ns +0.007 0.956","146 Climate Edge −0.112 [−0.174, −0.050] &l",high,confirmed
ANCOVA_C_WMC3_only_Combined_R2,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.268,"072 [+0.037, +0.108] &lt;0.001 *** +0.080 0.291","144 Combined Edge −0.022 [−0.049, +0.005] 0",high,rejected
WMC3_ANCOVA_clearfell_step_ref,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,0.120,ificant. WMC3 Impact Forest 6 7 +0.127 +,−7 0.905 ns CEH31 Edge Forest 7 8 −0.,high,rejected
WMC3_ANCOVA_clearfell_step_ref,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,docs/report/text/Newborough_Methods_Supplement.md,0.120,e pipeline data the ANCOVA Forest-Impact clearfell step is +,"m annual (95 % CI \[+0.050, +0.189\], p \ L.) The exponen",high,rejected
C3_Sy_max,outputs/29_within_c3_variance/29_report_numbers.csv,docs/report/text/Supplementary_Material.md,0.398,18 C3 56 0.366 0.287 0.441 CEH21 C3 28,0.328 0.440 CEH36 C3 39 0.358 0.297 0.42,high,confirmed
C3_Sy_min,outputs/29_within_c3_variance/29_report_numbers.csv,docs/report/text/Supplementary_Material.md,0.246,1 C3 68 0.282 0.224 0.338 NW13 C3 49,0.206 0.319 NW2 C3 68 0.259 0.213 0.35,high,confirmed
c4_vif,outputs/30_c4_drainage_identifiability/30_c4_report_numbers.csv,report_edits/text/report9.md,1.09,1.04 1.06 +1% −7% C4 Main Forest 9 1.16,−6% −6% C5 Coastal Forest 5 0.89 0.73 −18,high,rejected
c4_vif,outputs/30_c4_drainage_identifiability/30_c4_report_numbers.csv,docs/report/text/Supplementary_Material.md,1.09,C4 (Main Forest) 0.0120 -1.435 2352 -1.336 -,6 240 Out of scope CEH33 Reference C4 (Main Fores,high,rejected
c4_hd_sd,outputs/30_c4_drainage_identifiability/30_c4_report_numbers.csv,report_edits/text/report9.md,0.477,"ificant trend (+0.0087 m yr⁻¹, p = 0.119); C2 (+0.0062, p =","), C3 (+0.0034, p = 0.769) and C4 (−0.0034, p = 0.850) were",high,rejected
c4_perwell_sig_window100,outputs/30_c4_drainage_identifiability/30_c4_report_numbers.csv,docs/report/text/Supplementary_Material.md,3.00,"tever. Cluster mean peak lags are 2.00 months at C1 and C2,","at C3 and 3.67 at C4 (C5 has a single significant well, at",high,rejected
c4_perwell_sig_window100,outputs/30_c4_drainage_identifiability/30_c4_report_numbers.csv,docs/report/text/Newborough_Methods_Supplement.md,3.00,"uster ordering of mean peak lag (C1, C2 = 2.00 months; C3 =","; C4 = 3.67; C5 = 11.00, n = 1) does not parallel the ridge-",high,rejected
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report12.md,4.58,ds rapidly to rainfall with high recharge sensitivity (β₁ =,", 3.98); drainage is fastest at the lake-coupled C1 (β₃ = 0.",high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,4.58,ity coefficient β₁ is highest in the Lake Edge cluster (C1:,"), indicating that each millimetre of rainfall drives a prop",high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,4.58,ΔMSL5 2050s (m) ΔMSL5 2080s (m) C1 Lake Edge,0.96 −0.011 −0.021 C2 Dune 3,high,confirmed
C1 (Lake Edge) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,0.923,Edge full record (237 mo) 7 4.578,0.089 \<0.001 21.84 0.73 100-month window (1,high,confirmed
C1 (Lake Edge) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,0.923,Geological context C1 Lake Edge 4.578,"0.089 Shallow till/estuarine substrate (NH1, NH2 boreho",high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.97,e in the shallow-till aquifer than in the Dune cluster (C2:,) or Western Residual (C3: 3.57). The two forested clusters,high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.97,ross the site. The Eastern Block (C1: β₁ = 4.576; C2: β₁ =,4) and Western Residual cluster (C3: β₁ = 3.573) contrast is,high,rejected
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,3.97,8 0.96 −0.011 −0.021 C2 Dune,1.76 −0.017 −0.031 C3 Western Residual 3,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report12.md,1.74,rs only C5 (β₂ = 1.27) falls below the open-dune range (C2:,; C3: 1.81); C4\'s β₂ (2.56) is genuinely elevated. An ident,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.74,"t β₂ is highest at C4 (2.56), followed by C3 (1.81) and C2 (","), with C5 (1.27) and C1 (0.92) lowest. The C4 value of β₂ s",high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,1.74,"he cluster, standing well above the open-dune clusters (C2,","; C3, 1.81) rather than resembling them. That is not, howeve",high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.76,rapid lake exchange C2 Dune 3.974,2 0.064 Shallow till substrate consistent with C1; matur,high,rejected
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,1.74,2 −0.011 −0.021 C2 Dune 3.97,−0.017 −0.031 C3 Western Residual 3.57 1,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.57,han in the Dune cluster (C2: 3.97) or Western Residual (C3:,). The two forested clusters return near-identical and subst,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,3.57,C4 indicates that the forest's lower apparent β₁ (2.487 vs,3–4.576 at the open dune clusters) partly reflects temporal,high,rejected
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.57,576; C2: β₁ = 3.974) and Western Residual cluster (C3: β₁ =,3) contrast is consistent with the geological interpretation,high,rejected
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,3.57,7 1.76 −0.017 −0.031 C3 Western Residual,1.83 −0.017 −0.031 C4 Main Forest 2,high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report12.md,1.81,(β₂ = 1.27) falls below the open-dune range (C2: 1.74; C3:,); C4\'s β₂ (2.56) is genuinely elevated. An identifiability,high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.81,"raw coefficient β₂ is highest at C4 (2.56), followed by C3 (",") and C2 (1.74), with C5 (1.27) and C1 (0.92) lowest. The C4",high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,1.81,", standing well above the open-dune clusters (C2, 1.74; C3,",") rather than resembling them. That is not, however, the sam",high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.83,C1; mature open dune C3 Western Residual 3.573,3 0.057 Deep aeolian sand; Water borehole ≥12.8 m; DEM r,high,rejected
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,1.83,6 −0.017 −0.031 C3 Western Residual 3.57,−0.017 −0.031 C4 Main Forest 2.49 2,high,confirmed
C3 (Western Residual) · beta_3_drainage,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report8.md,0.0569,"b/Syβ₃) ≈ 230 m (K = 6.0 m day⁻¹, b = 5 m, Sy = 0.306, β₃ =",month⁻¹ from the C3 cluster centroid). The reach is a scali,high,confirmed
C3 (Western Residual) · R2,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,0.812,n is well-supported by the data. Model fit ranged from R² =,at Western Residual (C3) to R² = 0.683 at Coastal Forest (C,high,confirmed
C4 (Main Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.48,entical and substantially lower recharge sensitivities (C4:,", C5: 2.43), consistent with canopy interception suppressing",high,confirmed
C4 (Main Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,2.48,7 1.81 −0.017 −0.031 C4 Main Forest,2.56 −0.021 −0.039 C5 Coastal Forest 2,high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report12.md,2.56,in setting: C4 occupies the elevated ridge flank (high β₂ =,", weak β₃ = 0.018) and C5 the lower coastal ground (lower β₂",high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.56,able. The atmospheric draw coefficient β₂ is highest at C4 (,"), followed by C3 (1.81) and C2 (1.74), with C5 (1.27) and C",high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,2.56,ainage term reappearing in the evaporative one: C4\'s β₂ of,"is a real feature of the cluster, standing well above the o",high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,2.58,; DEM ridge geometry C4 Main Forest 2.487,3 0.018 Same deep sand substrate as C3; low β₁ reflects,high,rejected
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,2.56,1 −0.017 −0.031 C4 Main Forest 2.48,−0.021 −0.039 C5 Coastal Forest 2.43 1,high,confirmed
C4 (Main Forest) · R2,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,0.722,th C5 the least well fit and C4 Main Forest mid-range (R² =,) --- consistent with the greater storage buffering of the f,high,confirmed
C4 (Main Forest) · R2,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,0.722,eneath the coastal canopy; C4 Main Forest sits mid-range at,", and the case for canopy smoothing there rests on the lag s",high,confirmed
C5 (Coastal Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.43,"d substantially lower recharge sensitivities (C4: 2.48, C5:","), consistent with canopy interception suppressing the rainf",high,confirmed
C5 (Coastal Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,2.42,depth is not the primary control. C5 (Coastal Forest: β₁ =,"3) shows a comparable value to C4, consistent with both clus",high,rejected
C5 (Coastal Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,2.43,8 2.56 −0.021 −0.039 C5 Coastal Forest,1.27 −0.012 −0.022 --------------------- -,high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report12.md,1.27,eak β₃ = 0.018) and C5 the lower coastal ground (lower β₂ =,", faster β₃ = 0.045). Three parameters estimated by distinct",high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.27,"at C4 (2.56), followed by C3 (1.81) and C2 (1.74), with C5 (",) and C1 (0.92) lowest. The C4 value of β₂ slightly exceeds,high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,1.27,"ge of β₂ --- C4 the highest at 2.56, C5 among the lowest at",", below both open-dune clusters. A canopy effect common to b",high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Newborough_Methods_Supplement.md,1.27,6 −0.021 −0.039 C5 Coastal Forest 2.43,−0.012 −0.022 --------------------- ------ -,high,confirmed
C5 (Coastal Forest) · R2,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,0.683,fit ranged from R² = 0.812 at Western Residual (C3) to R² =,"at Coastal Forest (C5), with C5 the least well fit and C4 M",high,confirmed
C5 (Coastal Forest) · R2,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,0.683,"-0, C5 Coastal Forest carries the lowest R² in the network (",", against 0.732 to 0.812 across the three open-dune clusters",high,confirmed
C1_median_dNSE,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,1.524,"ure 16a, 16b): C1 Lake Edge shows the largest median gain (+","), where strong head-dependent drainage to Llyn Rhos-Ddu mak",high,confirmed
CoeffShift_WMC3_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.521,β₂ β₃ before β₃ after Δβ₃ WMC3 Impact,2.425 −0.096 1.996 1.690 −0.306 0,high,confirmed
CoeffShift_WMC3_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.425,efore β₃ after Δβ₃ WMC3 Impact 2.521,−0.096 1.996 1.690 −0.306 0.0343 0,high,confirmed
CoeffShift_WMC3_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.690,Impact 2.521 2.425 −0.096 1.996,−0.306 0.0343 0.0346 +0.0003 CEH31 Edge,high,confirmed
CoeffShift_CEH31_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.676,6 0.0343 0.0346 +0.0003 CEH31 Edge,2.094 −0.581 1.487 1.232 −0.256 0,high,confirmed
CoeffShift_CEH31_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.487,03 CEH31 Edge 2.676 2.094 −0.581,1.232 −0.256 0.0568 0.0400 −0.0168,high,confirmed
CoeffShift_CEH20_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.570,6 0.0568 0.0400 −0.0168 CEH20 Edge,2.515 −0.055 2.159 1.977 −0.182 0,high,confirmed
CoeffShift_CEH20_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.515,0.0400 −0.0168 CEH20 Edge 2.570,−0.055 2.159 1.977 −0.182 0.0309 0,high,confirmed
CoeffShift_CEH20_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.159,68 CEH20 Edge 2.570 2.515 −0.055,1.977 −0.182 0.0309 0.0307 −0.0002,high,confirmed
CoeffShift_CEH30_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.521,2 0.0309 0.0307 −0.0002 CEH30 Edge,2.259 −0.262 2.087 2.074 −0.012 0,high,confirmed
CoeffShift_CEH16_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.480,0.0253 −0.0137 CEH16 Edge 2.659,−0.179 1.317 1.369 +0.052 0.0463 0,high,confirmed
CoeffShift_CEH16_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.369,Edge 2.659 2.480 −0.179 1.317,+0.052 0.0463 0.0382 −0.0081 CEH32 Fore,high,confirmed
CoeffShift_CEH32_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.468,2 0.0463 0.0382 −0.0081 CEH32 Forest Ctrl,2.320 −0.149 2.370 2.500 +0.130 0,high,confirmed
CoeffShift_CEH32_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.320,0.0382 −0.0081 CEH32 Forest Ctrl 2.468,−0.149 2.370 2.500 +0.130 0.0265 0,high,confirmed
CoeffShift_CEH34_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.320,0.0149 −0.0116 CEH34 Forest Ctrl 2.576,−0.256 2.342 2.608 +0.266 0.0231 0,high,confirmed
CoeffShift_CEH34_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.342,16 CEH34 Forest Ctrl 2.576 2.320 −0.256,2.608 +0.266 0.0231 0.0084 −0.0147,high,confirmed
CoeffShift_CEH33_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.201,0.0084 −0.0147 CEH33 Forest Ctrl 2.447,−0.245 2.076 2.139 +0.062 0.0355 0,high,confirmed
CoeffShift_CEH33_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.139,Forest Ctrl 2.447 2.201 −0.245 2.076,+0.062 0.0355 0.0212 −0.0143 NW10 Fore,high,confirmed
CoeffShift_NW10_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.606,43 NW10 Forest Ctrl 3.235 3.499 +0.264,2.481 −0.125 0.0366 0.0432 +0.0066,high,confirmed
CoeffShift_NW10_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.481,Forest Ctrl 3.235 3.499 +0.264 2.606,−0.125 0.0366 0.0432 +0.0066 CEH2 Fore,high,confirmed
CoeffShift_CEH2_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.627,5 0.0366 0.0432 +0.0066 CEH2 Forest Ctrl,2.718 +0.091 2.582 2.801 +0.219 0,high,confirmed
CoeffShift_CEH2_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.718,0.0432 +0.0066 CEH2 Forest Ctrl 2.627,+0.091 2.582 2.801 +0.219 0.0228 0,high,confirmed
CoeffShift_CEH2_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.582,66 CEH2 Forest Ctrl 2.627 2.718 +0.091,2.801 +0.219 0.0228 0.0181 −0.0047,high,confirmed
CoeffShift_CEH17_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.040,0.0439 −0.0023 CEH17 Coastal Ctrl 2.440,−0.400 1.207 1.086 −0.121 0.0771 0,high,confirmed
CoeffShift_CEH17_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.207,23 CEH17 Coastal Ctrl 2.440 2.040 −0.400,1.086 −0.121 0.0771 0.0580 −0.0191,high,confirmed
CoeffShift_CEH17_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.086,Coastal Ctrl 2.440 2.040 −0.400 1.207,−0.121 0.0771 0.0580 −0.0191 CEH9 Clim,high,confirmed
CoeffShift_CEH9_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.212,1 0.0771 0.0580 −0.0191 CEH9 Climate Ctrl,3.026 −0.186 2.090 2.158 +0.068 0,high,confirmed
CoeffShift_CEH9_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.158,Climate Ctrl 3.212 3.026 −0.186 2.090,+0.068 0.0365 0.0342 −0.0024 NW7 Clim,high,confirmed
CoeffShift_NW7_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.120,8 0.0365 0.0342 −0.0024 NW7 Climate Ctrl,2.818 −0.302 1.988 1.909 −0.079 0,high,confirmed
CoeffShift_NW7_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.909,Climate Ctrl 3.120 2.818 −0.302 1.988,−0.079 0.0538 0.0428 −0.0110 NW6 Clim,high,confirmed
CoeffShift_NW6_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.123,Climate Ctrl 3.367 3.304 −0.063 1.359,−0.236 0.0562 0.0564 +0.0002 NW5 Clim,high,confirmed
CoeffShift_NW5_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.483,6 0.0562 0.0564 +0.0002 NW5 Climate Ctrl,3.497 +0.014 2.058 1.938 −0.120 0,high,confirmed
CoeffShift_WMC2_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.297,0.0496 −0.0011 WMC2 Climate Ctrl 3.379,−0.082 2.122 1.765 −0.357 0.0457 0,high,confirmed
CoeffShift_WMC2_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.122,11 WMC2 Climate Ctrl 3.379 3.297 −0.082,1.765 −0.357 0.0457 0.0468 +0.0011,high,confirmed
CoeffShift_WMC2_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.765,Climate Ctrl 3.379 3.297 −0.082 2.122,−0.357 0.0457 0.0468 +0.0011 ------- ----,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,4.578,C1 Lake Edge full record (237 mo) 7,0.923 0.089 \<0.001 21.84 0.73 100-month w,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,4.578,cates that the forest\'s lower apparent β₁ (2.477 vs 3.573--,at the open dune clusters) partly reflects temporal redistr,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,4.578,fer thickness across the site. The Eastern Block (C1: β₁ =,; C2: β₁ = 3.972) and Western Residual cluster (C3: β₁ = 3.5,high,confirmed
C1 (Lake Edge) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,21.84,cord (237 mo) 7 4.578 0.923 0.089 \<0.001,0.73 100-month window (100 mo) 7,high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.972,C2 Dune full record (248 mo) 24,1.742 0.064 \<0.001 25.18 0.75 100-month w,high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.972,ross the site. The Eastern Block (C1: β₁ = 4.578; C2: β₁ =,) and Western Residual cluster (C3: β₁ = 3.573) contrast is,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.742,full record (248 mo) 24 3.972,0.064 \<0.001 25.18 0.75 100-month window (1,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.742,rapid lake exchange C2 Dune 3.972,0.064 Shallow till substrate consistent with C1; mature,high,confirmed
C2 (Dune) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,25.18,cord (248 mo) 24 3.972 1.742 0.064 \<0.001,0.75 100-month window (100 mo) 24,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.573,2 0.064 25.17 0.75 C3 Western Residual 21,1.833 0.057 27.98 0.81 C4 Main Forest 9,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,3.573,C4 indicates that the forest's lower apparent β₁ (2.487 vs,–4.576 at the open dune clusters) partly reflects temporal r,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.573,576; C2: β₁ = 3.974) and Western Residual cluster (C3: β₁ =,) contrast is consistent with the geological interpretation,high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.807,ern Residual full record (249 mo) 21 3.573,0.057 \<0.001 27.99 0.81 100-month window (1,high,confirmed
