key,source_csv,document,quoted,before,after,confidence,status
CoeffShift_CEH17_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.040,0.0439 −0.0023 CEH17 Coastal Ctrl 2.440,−0.400 1.207 1.086 −0.121 0.0771 0,high,confirmed
CoeffShift_CEH17_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.207,23 CEH17 Coastal Ctrl 2.440 2.040 −0.400,1.086 −0.121 0.0771 0.0580 −0.0191,high,confirmed
CoeffShift_CEH17_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.086,Coastal Ctrl 2.440 2.040 −0.400 1.207,−0.121 0.0771 0.0580 −0.0191 CEH9 Clim,high,confirmed
CoeffShift_CEH9_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.212,1 0.0771 0.0580 −0.0191 CEH9 Climate Ctrl,3.026 −0.186 2.090 2.158 +0.068 0,high,confirmed
CoeffShift_CEH9_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.158,Climate Ctrl 3.212 3.026 −0.186 2.090,+0.068 0.0365 0.0342 −0.0024 NW7 Clim,high,confirmed
CoeffShift_NW7_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.120,8 0.0365 0.0342 −0.0024 NW7 Climate Ctrl,2.818 −0.302 1.988 1.909 −0.079 0,high,confirmed
CoeffShift_NW7_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.909,Climate Ctrl 3.120 2.818 −0.302 1.988,−0.079 0.0538 0.0428 −0.0110 NW6 Clim,high,confirmed
CoeffShift_NW6_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.123,Climate Ctrl 3.367 3.304 −0.063 1.359,−0.236 0.0562 0.0564 +0.0002 NW5 Clim,high,confirmed
CoeffShift_NW5_b1_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.483,6 0.0562 0.0564 +0.0002 NW5 Climate Ctrl,3.497 +0.014 2.058 1.938 −0.120 0,high,confirmed
CoeffShift_WMC2_b1_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,3.297,0.0496 −0.0011 WMC2 Climate Ctrl 3.379,−0.082 2.122 1.765 −0.357 0.0457 0,high,confirmed
CoeffShift_WMC2_b2_before,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,2.122,11 WMC2 Climate Ctrl 3.379 3.297 −0.082,1.765 −0.357 0.0457 0.0468 +0.0011,high,confirmed
CoeffShift_WMC2_b2_after,outputs/10_clearfell_baci/10_consolidated_report_numbers.csv,report_edits/text/report9.md,1.765,Climate Ctrl 3.379 3.297 −0.082 2.122,−0.357 0.0457 0.0468 +0.0011 ------- ----,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,4.578,C1 Lake Edge full record (237 mo) 7,0.923 0.089 \<0.001 21.84 0.73 100-month w,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,4.578,cates that the forest\'s lower apparent β₁ (2.477 vs 3.573--,at the open dune clusters) partly reflects temporal redistr,high,confirmed
C1 (Lake Edge) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,4.578,fer thickness across the site. The Eastern Block (C1: β₁ =,; C2: β₁ = 3.972) and Western Residual cluster (C3: β₁ = 3.5,high,confirmed
C1 (Lake Edge) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,21.841,cord (237 mo) 7 4.578 0.923 0.089 \<0.001,0.73 100-month window (100 mo) 7,high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.972,C2 Dune full record (248 mo) 24,1.742 0.064 \<0.001 25.18 0.75 100-month w,high,confirmed
C2 (Dune) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.972,ross the site. The Eastern Block (C1: β₁ = 4.578; C2: β₁ =,) and Western Residual cluster (C3: β₁ = 3.573) contrast is,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.742,full record (248 mo) 24 3.972,0.064 \<0.001 25.18 0.75 100-month window (1,high,confirmed
C2 (Dune) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.742,rapid lake exchange C2 Dune 3.972,0.064 Shallow till substrate consistent with C1; mature,high,confirmed
C2 (Dune) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,25.176,cord (248 mo) 24 3.972 1.742 0.064 \<0.001,0.75 100-month window (100 mo) 24,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,3.573,2 0.064 25.17 0.75 C3 Western Residual 21,1.833 0.057 27.98 0.81 C4 Main Forest 9,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,3.573,C4 indicates that the forest's lower apparent β₁ (2.487 vs,–4.576 at the open dune clusters) partly reflects temporal r,high,confirmed
C3 (Western Residual) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,3.573,576; C2: β₁ = 3.974) and Western Residual cluster (C3: β₁ =,) contrast is consistent with the geological interpretation,high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.807,ern Residual full record (249 mo) 21 3.573,0.057 \<0.001 27.99 0.81 100-month window (1,high,confirmed
C3 (Western Residual) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.807,C1; mature open dune C3 Western Residual 3.573,0.057 Deep aeolian sand; Water borehole ≥12.8 m; DEM ri,high,confirmed
C3 (Western Residual) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,27.989,cord (249 mo) 21 3.573 1.807 0.057 \<0.001,0.81 100-month window (100 mo) 21,high,confirmed
C4 (Main Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.477,C4 Main Forest full record (237 mo) 9,2.563 0.018 0.002 40.37 0.72 100-month w,high,confirmed
C4 (Main Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report10.md,2.477,ignal at C4 indicates that the forest\'s lower apparent β₁ (,vs 3.573--4.578 at the open dune clusters) partly reflects,high,confirmed
C4 (Main Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,2.477,r with an attenuated response. The Forest cluster (C4: β₁ =,") is anomalously low even relative to C3, reflecting canopy",high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.563,Forest full record (237 mo) 9 2.477,0.018 0.002 40.37 0.72 100-month window (1,high,confirmed
C4 (Main Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,2.563,; DEM ridge geometry C4 Main Forest 2.477,0.018 Same deep sand substrate as C3; low β₁ reflects 2,high,confirmed
C4 (Main Forest) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,40.370,cord (237 mo) 9 2.477 2.563 0.018 0.002,0.72 100-month window (100 mo) 9,high,confirmed
C5 (Coastal Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,2.428,C5 Coastal Forest full record (239 mo) 5,1.274 0.045 \<0.001 41.19 0.68 100-month w,high,confirmed
C5 (Coastal Forest) · beta_1_recharge,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,2.428,depth is not the primary control. C5 (Coastal Forest: β₁ =,") shows a comparable value to C4, consistent with both clust",high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,1.274,tal Forest full record (239 mo) 5 2.428,0.045 \<0.001 41.19 0.68 100-month window (1,high,confirmed
C5 (Coastal Forest) · beta_2_atmospheric_draw,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,docs/report/text/Supplementary_Material.md,1.274,canopy interception C5 Coastal Forest 2.428,0.045 Pine canopy on coastal sand; geomorphological thi,high,confirmed
C5 (Coastal Forest) · LCSC_percent,outputs/03_state_space_model/03_03_cluster_mechanistic_coefficients.csv,report_edits/text/report9.md,41.187,cord (239 mo) 5 2.428 1.274 0.045 \<0.001,0.68 100-month window (100 mo) 5,high,confirmed
dNSE_vs_beta3_r,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,0.60,from SSM over TLM (ΔNSE) correlates positively with β₃ (r =,", p \< 0.001) and negatively with β₂ (r = -0.62, p \< 0.001)",high,confirmed
dNSE_vs_beta2_r,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,-0.62,"with β₃ (r = 0.60, p \< 0.001) and negatively with β₂ (r =",", p \< 0.001). The TLM fails most severely at C1 Lake Edge (",high,confirmed
benchmark_median_NSE_SSM,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,0.72,"ference network, the SSM achieves a median iterative NSE of",compared with −0.03 for the TLM --- a median gain of +0.82,high,confirmed
benchmark_median_NSE_TLM,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,−0.03,e SSM achieves a median iterative NSE of 0.72 compared with,for the TLM --- a median gain of +0.82 NSE units --- and re,high,confirmed
benchmark_median_dNSE,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,+0.82,f 0.72 compared with −0.03 for the TLM --- a median gain of,NSE units --- and returns a positive iterative NSE at 65 of,high,confirmed
benchmark_positive_NSE_TLM,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,30,ns a positive iterative NSE at 65 of 66 wells compared with,of 66 for the TLM (Table 5). The improvement varies systema,high,confirmed
benchmark_positive_NSE_SSM,outputs/08_model_benchmarking/08_report_numbers.csv,report_edits/text/report9.md,65,+0.82 NSE units --- and returns a positive iterative NSE at,of 66 wells compared with 30 of 66 for the TLM (Table 5). T,high,confirmed
2005_2025 / primary · n,outputs/37_driver_validation/37_scale_factors_by_window.csv,report_edits/text/report9.md,20,window is fitted on,wells against 40,high,confirmed
2018_2025 / primary · n,outputs/37_driver_validation/37_scale_factors_by_window.csv,report_edits/text/report9.md,40,on 20 wells against,in the two shorter,high,confirmed
C1 (Lake Edge) / False · Sy_OLS_winter,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.342,roach B (event median) C1 Lake Edge 0.08,0.210 C2 Dune 0.12 0.3,high,rejected
C1 (Lake Edge) / False · Sy_OLS_R2,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.594,n events C1 (Lake Edge) 0.342 0.045,"40 0.210 \[0.127, 0.255\] 58 C2 (Dune)",high,proposed
C1 (Lake Edge) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.210,presented in Table 4c. Uncorrected median values range from,"(C1 Lake Edge) to 0.356 (C5 Coastal Forest), with broad int",high,confirmed
C1 (Lake Edge) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.210,an) C1 Lake Edge 0.08 0.342,C2 Dune 0.12 0.338 0.2,high,confirmed
C1 (Lake Edge) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.127,0.342 0.045 0.594 40 0.210 \[,", 0.255\] 58 C2 (Dune) 0.338 0.034",high,proposed
C1 (Lake Edge) / False · Sy_event_Q75,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.255,.235 0.161 0.312 CEH23 C1 44 0.206 0.116,CEH25 C1 54 0.178 0.131 0.247 CEH26 C,high,proposed
C1 (Lake Edge) / False · Sy_event_Q75,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.255,"0.342 0.045 0.594 40 0.210 \[0.127,",\] 58 C2 (Dune) 0.338 0.034 0.66,high,proposed
C1 (Lake Edge) / False · Sy_rapid_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.180,well median) 95% CI n C1 Lake Edge,"\[0.097, 0.220\] 19 C2 Dune",high,proposed
C1 (Lake Edge) / False · Sy_rapid_CI_hi,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.220,"n C1 Lake Edge 0.180 \[0.097,",\] 19 C2 Dune 0.260 \[0.1,high,proposed
C2 (Dune) / False · Sy_assumed,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.120,l 3.483 3.497 +0.014 2.058 1.938 −,0.0507 0.0496 −0.0011 WMC2 Climate Ctrl 3,high,proposed
C2 (Dune) / False · Sy_OLS_winter,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.338,342 0.210 C2 Dune 0.12,0.267 C3 Western Residual 0.12 0.3,high,rejected
C2 (Dune) / False · Sy_OLS_R2,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.666,.255\] 58 C2 (Dune) 0.338 0.034,"51 0.267 \[0.194, 0.369\] 62 C3 (Western",high,proposed
C2 (Dune) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.267,210 C2 Dune 0.12 0.338,C3 Western Residual 0.12 0.352 0.3,high,confirmed
C2 (Dune) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.194,27 C1 54 0.218 0.143 0.301 CEH5 C1 65,0.156 0.273 CEH6 C1 68 0.211 0.122 0.34,high,rejected
C2 (Dune) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.194,0.338 0.034 0.666 51 0.267 \[,", 0.369\] 62 C3 (Western Residual) 0.352 0.022",high,proposed
C2 (Dune) / False · Sy_event_Q75,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.369,.211 0.122 0.345 CEH10 C2 65 0.261 0.159,CEH24 C2 53 0.240 0.172 0.318 CEH28 C,high,rejected
C2 (Dune) / False · Sy_event_Q75,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.369,"0.338 0.034 0.666 51 0.267 \[0.194,",\] 62 C3 (Western Residual) 0.352 0.022 0.83,high,proposed
C2 (Dune) / False · Sy_rapid_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.260,"\[0.097, 0.220\] 19 C2 Dune","\[0.180, 0.333\] 20 C3 Western Residua",high,proposed
C2 (Dune) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.180,Residual (C3: 0.265 m/month) to the forested clusters (C5:,m/month; C4: 0.185 m/month). Total losses (atmospheric draw,high,proposed
C2 (Dune) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report10.md,0.180,Residual (C3: 0.265 m/month) to the forested clusters (C5:,"m/month; C4: 0.185 m/month), reflecting increasing storage",high,proposed
C2 (Dune) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.180,well median) 95% CI n C1 Lake Edge,"\[0.097, 0.220\] 19 C2 Dune",high,proposed
C2 (Dune) / False · Sy_rapid_CI_hi,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.333,"19 C2 Dune 0.260 \[0.180,",\] 20 C3 Western Residual 0.319 \[0.2,high,proposed
C3 (Western Residual) / False · Sy_assumed,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.120,------- ---- WMC3 Impact Forest 6 7 +0.127 +,−7 0.905 ns CEH31 Edge Forest 7 8 −0.0,high,proposed
C3 (Western Residual) / False · Sy_OLS_winter,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.352,338 0.267 C3 Western Residual 0.12,0.327 C4 Main Forest 0.12 0.2,high,rejected
C3 (Western Residual) / False · Sy_OLS_R2,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.837,.369\] 62 C3 (Western Residual) 0.352 0.022,"53 0.327 \[0.281, 0.393\] 56 C4 (Main For",high,proposed
C3 (Western Residual) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.327,2 C3 53 0.343 0.293 0.418 WMC3 C3 37,0.288 0.420 WMC4 C3 51 0.252 0.208 0.33,high,rejected
C3 (Western Residual) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.327,267 C3 Western Residual 0.12 0.352,C4 Main Forest 0.12 0.297 0.2,high,confirmed
C3 (Western Residual) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.281,"dual; 0.328) and C5 (Coastal Forest; 0.321), with C2 (Dune;",) intermediate. C1\'s low Sy is consistent with the shallow,high,proposed
C3 (Western Residual) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.281,C3 56 0.306 0.246 0.350 NW6 C3 47,0.213 0.362 NW7 C3 48 0.330 0.281 0.39,high,rejected
C3 (Western Residual) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.281,ual) 0.352 0.022 0.837 53 0.327 \[,", 0.393\] 56 C4 (Main Forest) 0.297 0.019",high,proposed
C3 (Western Residual) / False · Sy_event_Q75,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.393,"0.352 0.022 0.837 53 0.327 \[0.281,",\] 56 C4 (Main Forest) 0.297 0.019 0.84,high,proposed
C3 (Western Residual) / False · Sy_rapid_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.319,.282 0.224 0.338 NW13 C3 49 0.246 0.206,NW2 C3 68 0.259 0.213 0.358 NW5 C,high,proposed
C3 (Western Residual) / False · Sy_rapid_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.319,"\[0.180, 0.333\] 20 C3 Western Residual","\[0.274, 0.409\] 16 C4 Main Forest",high,proposed
C3 (Western Residual) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.274,"97, 0.336\], n = 21), 0.334 (C3, \[0.288, 0.437\], n = 17),","(C4, interception-corrected, \[0.229, 0.312\], n = 13) and",high,proposed
C3 (Western Residual) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.274,333\] 20 C3 Western Residual 0.319 \[,", 0.409\] 16 C4 Main Forest 0.273 (corr)",high,proposed
C3 (Western Residual) / False · Sy_rapid_CI_hi,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.409,"20 C3 Western Residual 0.319 \[0.274,",\] 16 C4 Main Forest 0.273 (corr) \[0.2,high,proposed
C4 (Main Forest) / False · Sy_OLS_winter,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.297,352 0.327 C4 Main Forest 0.12,0.260 (corr) C5 Coastal Forest 0.12,high,proposed
C4 (Main Forest) / False · Sy_OLS_R2,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.845,.393\] 56 C4 (Main Forest) 0.297 0.019,"48 0.260 (corr) \[0.181, 0.324\] 63 C5 (Coastal",high,proposed
C4 (Main Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.312,"437\], n = 17), 0.274 (C4, interception-corrected, \[0.229,","\], n = 13) and 0.298 (C5, interception-corrected, \[0.269,",high,rejected
C4 (Main Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/papers/paper_1/text/Paper1.md,0.312,ndary conditions. Uncorrected forested-cluster medians (C4:,", C5: 0.355) exceed the open-dune range, because gross rainf",high,confirmed
C4 (Main Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,notes/reference/wtf_interception_methodology.md,0.312,"d 0.215 (n = 38), corrected 0.227 (n = 44) | C4 uncorrected","(n = 51), corrected 0.260 (n = 63) | > | open-dune range 0.",high,confirmed
C4 (Main Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,notes/reference/INTERCEPTION_TREATMENT.md,0.312,Sy — the observed artefact exactly: raw forest medians (C4,", C5 0.355) sit at or above the open-dune range and fall ins",high,confirmed
C4 (Main Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.254,"twork). Per-well cluster-mean values --- C1: 0.20**9**, C2:",", C3: 0.31**2**, C4: 0.246, C5: 0.309 --- are consistent wit",high,proposed
C4 (Main Forest) / False · Sy_rapid_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.273,"\[0.274, 0.409\] 16 C4 Main Forest","(corr) \[0.235, 0.348\] 13 C5 Coastal Forest",high,proposed
C4 (Main Forest) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Supplementary_Material.md,0.235,---- ---- ------- ------- ------- ----- CEH11 C1 59,0.161 0.312 CEH23 C1 44 0.206 0.116 0.25,high,rejected
C4 (Main Forest) / False · Sy_rapid_CI_lo,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.235,409\] 16 C4 Main Forest 0.273 (corr) \[,", 0.348\] 13 C5 Coastal Forest 0.311 (corr)",high,rejected
C4 (Main Forest) / False · Sy_rapid_CI_hi,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.348,"16 C4 Main Forest 0.273 (corr) \[0.235,",\] 13 C5 Coastal Forest 0.311 (corr) \[0.2,high,rejected
C5 (Coastal Forest) / False · Sy_OLS_winter,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.412,0.260 (corr) C5 Coastal Forest 0.12,0.321 (corr) --------------------- ---------,high,proposed
C5 (Coastal Forest) / False · Sy_OLS_R2,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.863,.324\] 63 C5 (Coastal Forest) 0.412 0.023,"50 0.321 (corr) \[0.244, 0.388\] 51 ------------",high,proposed
C5 (Coastal Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.355,"\], n = 13) and 0.298 (C5, interception-corrected, \[0.269,","\], n = 14). Two features corroborate the interpretation abo",high,rejected
C5 (Coastal Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/papers/paper_1/text/Paper1.md,0.355,"tions. Uncorrected forested-cluster medians (C4: 0.312, C5:",") exceed the open-dune range, because gross rainfall oversta",high,confirmed
C5 (Coastal Forest) / False · Sy_event_median,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,notes/reference/INTERCEPTION_TREATMENT.md,0.355,"observed artefact exactly: raw forest medians (C4 0.312, C5",) sit at or above the open-dune range and fall inside it onc,high,confirmed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report12.md,0.321,rface shows no discontinuity at the cluster margins; C5\'s (,) sits at the upper edge but is constrained by the plausibil,high,proposed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,report_edits/text/report9.md,0.321,"2008), the forested cluster medians fall to 0.259 (C4) and",(C5): C4 falls cleanly within the open dune range (0.210--0,high,proposed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/report/text/Newborough_Methods_Supplement.md,0.321,rr) C5 Coastal Forest 0.12 0.412,(corr) --------------------- ------------ ---------------,high,proposed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/papers/paper_1/text/Paper1.md,0.321,ings the cluster-level event medians down to 0.260 (C4) and,(C5): C4 falls cleanly into the open-dune range (0.210--0.3,high,proposed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,docs/papers/paper_1/text/PAPER1_SI_methods.md,0.321,"the open-dune range of 0.210 to 0.327, and the C5 median of","sits at its upper edge, although the C5 estimate is constra",high,proposed
C5 (Coastal Forest) / False · Sy_event_Q25,outputs/17_wtf_specific_yield/17_wtf_01_sy_estimates.csv,notes/reference/INTERCEPTION_TREATMENT.md,0.321,"-dune range and fall inside it once corrected (C4 0.260, C5",). **PET stays gross.** §S.12 gives the reason: Thornthwait,high,proposed
